OBJECTID,Site Name,Address,NPL Status,Site type category,Site type subcategory,Enforcement agreement type,Agreement approval date,Money paid to EPA to do additional cleanup work,Reimbursable Past Costs to EPA,Est. Value of Cleanup Work,Work Party(ies),Type of cleanup work,Link to site profile page,x,y
705,Wayne Waste Oil,"Daniel Dr PO Box 467, Columbia City, IN, 46725",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,7/20/1992,,648920,10000000,"A. Hattersley & Sons, Inc.<br>Admetco, Inc.<br>Amcast Industrial Corporation<br>Amoco Corporation<br>Angola Die Casting Corporation<br>Aratex Services, Inc.<br>Ashley F. Ward, Inc.<br>Austin Petroleum<br>Bluffton Utilities, City of<br>Bremen Castings, Inc.<br>Bristol Corporation<br>Brooks Construction<br>Bull Moose Tube Company<br>Bunge Corporation<br>C & R Barrel Plating Corporation<br>Cabot Corporation<br>Cadillac Plastic Group, Inc.<br>Central Steel & Wire Company<br>Chemical Leaman Tank Lines, Inc.<br>CMI-Wabash Cast, Inc.<br>Coachman Industries<br>Colwell/General, Inc.<br>Commercial Intertech Corporation<br>Concordia Theological Seminary<br>Connell Limited Partnership (Div. Wabash Alloys)<br>Cooper Industries, Inc.<br>Cooper Industries, Inc.<br>Corning Incorporated<br>Da-Lite Screen Company, Inc.<br>Deister Machine Company, Inc.<br>Dekalb Country Central United School District<br>Dekalb Molded Plastics<br>Depuy<br>Dwyer Instruments, Inc.<br>E-Systems, Inc.<br>E.R. Carpenter Company, Inc.<br>Elco Industries, Inc., PSd<br>Elkhart Products (Amer. National Can)<br>Elkhart, City of<br>EPCO Products, Inc.<br>Ericsson Cables, Inc.<br>Exide Corporation D/B/A Exide Technologies<br>Fidler, Inc.<br>Flexsteel Industries, Inc.<br>Fort Wayne Air Service, Inc.<br>Fort Wayne Community Schools<br>Friction Material Company, Inc.<br>Fruehauf Trailer Corporation<br>G.C.G. Enterprises, Inc.<br>Gasoline Equipment Service Co., Inc.<br>Gates Chevrolet<br>General Petroleum, Inc.<br>Genova Products, Inc.<br>Glenbrook Associates, L.P.<br>Goshen Iron & Metal, Inc.<br>Group Dekko International, Inc. (Div. Albion Wire)<br>GTE North Incorporated<br>Hagerman Construction Corporation<br>Harrow Products, Inc. (Williams Division)<br>Harsco Corporation (Div. Broderick Company)<br>Hendrickson Suspension<br>Himco Waste-Away Services, Inc.<br>Hook Industrial Sales, Inc.<br>Household International, Inc.<br>Huntington Plastics<br>IMCO, Inc.<br>Inco Alloys International, Inc.<br>Indiana Die Molding, Inc.<br>Indiana Michigan Power Company<br>Jessen Manufacturing Company, Inc.<br>Joslyn Manufacturing Company<br>Kendallville Castings, Inc,<br>Key Machine Tool, Inc.<br>Kitchen-Quip, Inc.<br>Kmart Corporation<br>Koontz Equipment<br>Krizman, Inc.<br>L.E. Johnson Products, Inc.<br>L.H. Carbide Corporation<br>Lime City Manufacturing Company, Inc.<br>Limestone Products, Inc.<br>Lobdell-Emery Manufacturing Company<br>MacMillan Bloedal of America, Inc.<br>Magnavox Gov'T & Industrial Electronics Company<br>Martin Oil Marketing, Ltd.<br>Martin Oil, Inc.<br>Martin, Inc.<br>Materials Handling Equipment Corporation<br>McDowell Enterprises, Inc.<br>Minnesota Mining & Manufacturing Company<br>Minnich Manufacturing, Inc.<br>Mishawaka City Schools<br>Monsanto Company<br>Moore Business Forms<br>Morrill Motors, Inc.<br>Murtha, Cullina, Richter & Pinney<br>National Metallurgy Inc.<br>Ni Industries, Inc.<br>Norfolk & Western Railway Company<br>Northern Indiana Manufacturing, Inc.<br>Northern Indiana Public Service Company (NIPSCO)<br>Nucor Fastener<br>Omni Source Corporation (Formerly Superior Co.)<br>Othy, Inc.<br>P.H.D., Inc.<br>Panhandle Eastern Pipe Line Company<br>Poorman's Heating & Air Conditioning Services, Inc.<br>Power Plant Service, Inc.<br>Prairie View Landfill<br>Precision Piece Parts, Inc.<br>Primco, Inc.<br>R & J Manufacturing Corpporation<br>Rea Magnet Wire Company, Inc.<br>Reclaimers, Inc.<br>Reith-Riley Construction Company, Inc.<br>Rockwell International Corporation<br>Roppe Rubber Corporation<br>Schenkel's All Star Dairy, Inc.<br>Silberline Manufacturing Company, Inc.<br>Strauss', Inc.<br>Sun Refining and Marketing<br>Superior Waste Systems<br>Supreme Corporation<br>Syndicate Sales<br>T & M Rubber, Inc.<br>T.T.P., Inc.<br>Tennessee Gas Pipeline Co. (Div. Walker Mfg.)<br>Textron, Inc.<br>The Celotex Corporation<br>The Red Wing Co., Inc.<br>Tom Kelley Buick-Gmc, Inc.<br>Tomkins Industries, Inc. (Frmly Philips Ind.)<br>Toolcraft, Inc.<br>Tuthill Corporation<br>U.S. Air Force<br>U.S. Postal Service<br>Uniroyal, Inc.<br>United Tool & Stamping, Inc.<br>USG Interiors, Inc.<br>Valley Machine Products, Inc.<br>Van Waters & Rogers<br>Vulcraft<br>W.B. Shamban & Company<br>W.E. Williams, Inc.<br>Wabash, Inc.<br>Walerko Tool & Engineering Corporation<br>Wayne Metal Protection Company, Inc.<br>Wayne/Scott Fetzer Company<br>Weil-Kclain<br>Weston Paper & Manufacturing Company<br>Whitley Products, Inc.<br>William Didier & Sons, Inc.<br>Winona Corporation<br>Woodall<br>Xolox Corporation<br>Zanxx, Inc.<br>Zollner Corporation","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501439,-9515157.151509324,5034861.4679250065
706,Folkertsma Refuse,"1426 Pannell Road Northwest, Grand Rapids, MI, 49504",Deleted,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,8/3/1992,,919227,1500000,"American Seating Company<br>Betz Foundry, Inc.<br>Blackmer Pump<br>Folkertsma, Evert<br>Grand Rapids Foundry<br>Oliver Machinery Co.<br>Rapistan Corporation<br>Waste Management, Inc.<br>Wickes Manufacturing Company<br>Wolverine Brass","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502876,-9540451.166207371,5312225.889214222
707,Sangamo Electric Dump/Crab Orchard National Wildlife Refuge (USDOI),"East of State Route 148, Carterville, IL, 62959",Final,Waste Management,Industrial waste landfill,Consent Decree,8/27/1992,,220000,25000000,"Schlumberger Industries, Inc.","PRP Remedial Investigation/Feasibility Study, PRP Remedial Design, PRP Remedial Action, Federal Facility Removal",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501181,-9909073.5261448,4536174.618483275
708,G&H Landfill,"3160 23 Mile Rd, Utica, MI, 48316",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,9/10/1992,,2600000,40000000,"ACME Paint Company<br>ACME Quality Paints<br>Air Compact International<br>Al Schultz & Sons<br>Allan Trucking Co./Allen Trucking<br>American Waste Oil<br>American Waste Oil Co.<br>Aristo Corp.<br>Aristo Corporation<br>Aristo Corporation<br>Asbury Trucking<br>Astro Oil Company<br>Cadbury-Schweppes, Inc.<br>Central Oil Services, Inc.<br>Central Quality Serv. Corp.<br>Central Quality Services Corp.<br>Chrysler Corporation<br>Chrysler Corporation<br>Commercial Removal<br>Consolidated Rail Corporation<br>Delta Resins & Refractories, Inc.<br>Detroit Edison Company<br>Ditzler Paint Company<br>Ditzler Paint Company<br>Dow Chemical Company<br>Florian Cleaners<br>Ford Motor Co.<br>Ford Motor Company<br>General Motors Corp.<br>General Motors Corporation<br>General Oil Co.<br>Hooker Chemical Company<br>Intern'l Minerals & Chemicals Corp. (IMC)<br>J-B Tool & Engineering<br>Justice Trucking<br>Kirlin Company<br>Kirlin Company<br>Kramer Waste Material Co.<br>LTV Aerospace & Defense Co.<br>LTV Corporation<br>M & L General Trucking Company<br>Magnus Corporation, Inc.<br>Merck Chemical Company<br>Michigan Chrome & Chemical Co.<br>Michigan Chrome & Chemical Company<br>Mideastern Disposal Company<br>Minnesota Mining & Mfg. Corp.<br>Monsanto Chemical Co.<br>National Machine Products<br>National Machine Products<br>Oscar Kramer<br>Park, Davis & Company<br>Penn Central Corp.<br>Penn Central Corporation<br>Penn Central Corporation<br>Plastic Trends<br>R.R. White, Inc.<br>Reichhold Chemicals, Inc.<br>Reichold Chemicals Inc.<br>Reitzloff Disposal, Inc.<br>Rinshed-Mason Products Co.<br>Rinshed-Mason Products Company<br>Sanitas Service Corporation<br>Schermerhorn Paint Products, Inc.<br>Thompson Products, Inc.<br>Tringali Sanitation<br>Tringali Sanitation Inc.<br>U.S. Chemical Co., Inc.<br>U.S. Rubber Company<br>U.S. Rubber Company<br>Uchniat, Dorothy<br>Uchniat, Dorothy Kervin<br>Union Camp Paper Company<br>Utility Enameling Company<br>Vickers Hydraulic Pump Company<br>Vickers Hydraulic Pump Company<br>Wendt, Wendt, Van Ean & Candela<br>Winiecki, Arthur Edward<br>Winiecki, Edward Arthur<br>Wyandotte Chemical Company<br>Wyandotte Paint Company<br>Wyandotte Paint Products","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502735,-9248174.941321207,5261077.106493218
709,Prestolite Battery Division,"US Highway 41N, Vincennes, IN, 47591",Final,Manufacturing/Processing/Maintenance,Other,Administrative Order on Consent,9/25/1992,,,3182000,"Alliedsignal, Inc.",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501330,-9740640.34608564,4677601.543758477
710,"Lemberger Landfill, Inc.","Route 1 Hempton Lake Road, Whitelaw, WI, 54247",Final,Waste Management,Multiple,Consent Decree,10/20/1992,,350000,6400000,"Ariens Corp.<br>City of Manitowoc<br>GTE North Incorporated<br>Holy Family Memorial Medical Center, Inc.<br>Manitowoc Companies<br>Manitowoc Public Utilities<br>Newell Co.<br>Newell Companies<br>Primerica Corporation<br>Shade Information Systems<br>Sheboygan Paint Co.<br>Weyerhauser Co.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505180,-9778489.863511281,5492304.853184167
711,Sturgis Municipal Wells,"505 W Chicago Road, Sturgis, MI, 49091",Final,Other,Ground water plume site with no identifiable source,Unilateral Administrative Order,10/23/1992,,,11500000,,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503000,-9509534.292709868,5130888.145245782
712,K&L Avenue Landfill,"8606 West K L Ave, Oshtemo Township, MI, 49009",Final,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,11/17/1992,,2000000,16998000,County of Kalamazoo<br>City of Kalamazoo<br>Township of Oshtemo<br>Upjohn Company,PRP Remedial Design,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502812,-9542183.074845139,5203515.995836598
713,Zanesville Well Field,"2200 Linden, Zanesville, OH, 43701",Final,Other,Ground water plume site with no identifiable source,Consent Decree,12/11/1992,,305724,4000000,"United Technologies Automotive, Inc.","Government Remedial Action, Government Remedial Design",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504820,-9127333.403924454,4861261.406227763
714,Pagel's Pit,"Baxter & Lindenwood Rd, Rockford, IL, 61109",Final,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,2/11/1993,,500000,6200000,"ACME Resin Corporation By Cpc International Inc.<br>Barber-Colman Company<br>Borg-Warner Corporation<br>Browning-Ferris Industries of Illinois, Inc.<br>C.W.P., Inc., (Commercial Wire & Display Products)<br>Chrysler Corporation<br>Dean Foods<br>Ex-Cell-O/Texitron<br>Goodyear/Kelly/Springfield Tire Co.<br>Hydro-Line Manufacturing Company<br>Joseph Behr & Sons, Inc.<br>Kaney Transportation, Inc.<br>Kelly-Springfield Tire Co.<br>Kelsey-Hayes/Gunite Corporation<br>Keystone Consolidated Industries/Metalcrafters<br>Laidlaw Waste Systems, Inc.<br>Manufactures/Keystone Consolidated Ind.<br>Quality Metal Finishing Co.<br>Rockford Clutch/Borg Warner<br>Rockford Products Corp. By RHI Holdings, Inc.<br>Textron, Inc.<br>The Goodyear Tire & Rubber Company<br>The Testor Corporation<br>Winnebago Reclamation Service, Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500628,-9913742.154269181,5184726.245581337
715,Butterworth #2 Landfill,"1450 Butterworth St SW, Grand Rapids, MI, 49504",Final,Waste Management,Industrial waste landfill,Administrative Order on Consent,2/23/1993,,,13500000,"City of Grand Rapids<br>Consumers Energy Company<br>General Motors Corporation<br>Michigan Waste Systems, Inc.<br>Wickes Manufacturing Company",PRP Remedial Design,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502576,-9540111.641760454,5304701.917085845
716,"Cannelton Industries, Inc.","Address Unreported, Sault Ste Marie, MI, 49783",Final,Manufacturing/Processing/Maintenance,Tanneries,Administrative Order on Consent,4/12/1993,,,1000000,Cannelton Industries,PRP Remedial Design,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502931,-9394592.577005673,5859043.16213757
717,Reilly Tar & Chemical Corp. (Indianapolis Plant),"1500 S Tibbs Ave, Indianapolis, IN, 46241",Final,Manufacturing/Processing/Maintenance,Multiple,Consent Decree,8/19/1993,,15500000,16000000,Reilly Industries,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501215,-9597780.703965912,4828272.0891473
718,South Andover Site,"2052 1/2 Bunker Lake Rd, Andover, MN, 55303",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,8/27/1993,,2773000,2720000,"ACME Tag Co.<br>ACME Tag Company, Inc.<br>American National Can Company<br>American Teaching Aids, Inc.<br>Anoka Electric Cooperative =- Bemis Co., Inc.<br>Douglas Corporation<br>Haluptzok Enterprises, Inc.<br>Hauenstein & Burmeister, Inc.<br>Honeywell, Inc.<br>Judy Instructo Co.<br>Main Motor Chevrolet-Cadillac<br>Northern States Power Compnay<br>Process Displays Company<br>Roos-Frick, Inc.<br>Soo Line Railroad<br>Wolkerstorfer Company, Inc.","PRP Remedial Action, Government Remedial Design",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503845,-10388112.241846701,5655890.860614021
719,Commercial Oil Service Incorporation,"3600 Cedar Point Road, Oregon, OH, 43616",non-NPL,,,Administrative Order on Consent,9/28/1993,,2446539,37000000,"A.A. Boos & Sons, Inc.<br>A.J. Boellner (Oliver Sales and Service)<br>Abbey Etna Machine Company<br>Air Products & Chemicals, Inc.<br>Airco Gases Division of The BOC Group, Inc.<br>Alpha Tube Corporation<br>American Koyo Corporation<br>American Tool & Dye, Inc.<br>Ametek Inc.<br>Amos Motor & Rv<br>Anthony Wayne Local Schools<br>Arbor Div. of Auto. Ind. Inc. (Arbor Plastics)<br>Atech Chemical Coatings<br>Auburndale Truck Co., Inc. (Lagrange Ent. Inc.)<br>Autometric of Royal Oak<br>Avery Dennison Corporation<br>B & L Auto Service<br>Bailey Implement Co.<br>BASF Corporation<br>Be-Kan, Inc.<br>Bi-State Ford Truck Sales, Inc.<br>Blissfield Manufacturing Company<br>Blt Specialty Resins Corp. (Raymond Chemical Co.)<br>Bohl Equipment Co.<br>Boilers, Controls & Equipment, Inc.<br>Boily Motor Sales, Inc.<br>Bowling Green Jaycees Inc./Recycling Inc.<br>Bowling Green Lincoln Mercury<br>Bowling Green State University<br>Bridgestone/Firestone, Inc.<br>Browning-Ferris Industries of Michigan, Inc.<br>Buckeye Aluminum Extrusion (Easco Aluminum)<br>Bud Industries, Inc.<br>Buhrow's, Inc.<br>Burndy Corporation<br>C.H. Heist Corp.<br>Campbell Soup Company<br>Cardox Division Liquid Air Corporation<br>Cargill, Inc.<br>Cascade Chrysler Dodge Inc.<br>Cedar Fair, L.P.<br>Centrex Corporation<br>Certain-Teed Corporation<br>Champion Int'l. Corp. (Champion Packages Co.)<br>Chandler Products (Elgin National Indust., Inc.)<br>Chapin & Chapin, Inc.<br>Charlies's Dodge, Inc.<br>Chemtron Corporation<br>City of Toledo<br>Clearr Industries, Inc.<br>Cleveland-Cliffs Inc.<br>Coca-Cola Bottling Company of Northern Ohio<br>Columbia Gas of Ohio, Inc.<br>Columbia Lng Corporation<br>Columbia Trans. Div. Oglebay Norton Co.<br>Commercial Aluminum Cookware Company<br>Consolidated Freightways<br>Continental Baking Co.<br>Continental Coffee Products Company<br>Cook's Sohio<br>Cooper Tire & Rubber Co.<br>Coulton Chemical Corp.<br>CSX Transportation<br>Cummins Diesel of Northern Ohio<br>Dale's/Old's Sohio<br>Dan's Truck Refrigeration, Inc.<br>Detroit & Toledo Shoreline R.R.(Grand Trunk West.)<br>Dial/Purex<br>Dick's Sohio<br>Dishop, Richard (Dishop Ford Yugo Nissan, Inc.)<br>Don Scott Chevrolet-Pontiac, Inc.<br>Driggs Dairy Farms, Inc.<br>Dunn Chevrolet Oldsmobile, Inc.<br>Durr Industries, Inc.<br>E & L Transport Co.<br>E.S. Wagner Co.<br>Eaton Corporation<br>Ecolab Inc. (Chemlawn Services Corp.)<br>Eisenhour Motor Sales, Inc.<br>Elton's Union 76<br>Emro Marketing Co. (Speedway, Gastown, Bonded)<br>Environmental Management Control, Inc.<br>Erie Molding (Mallory Pattern Works, Inc.)<br>Ervin Amasteel<br>Exothermics-Eclipse, Inc.<br>Falcon Aeronautical, Inc.<br>Falvey Motors of Troy, Inc.<br>Faunce and Faunce, Inc.<br>Federal Mogul Corporation<br>Fields Sunoco<br>Fondessy Ent. (Envirosafe Services of Ohio)<br>Foster Chevrolet, Inc.<br>Franklin Park Lincoln-Mercury, Inc.<br>Furniture Smith, Inc.<br>Gage Oldsmobile, Inc.<br>Gene Hamilton Chevrolet, Inc.<br>Gene Stevens Olds, Inc.<br>General Electric Co.<br>General Tire and Rubber Company<br>Genoa Motors, Inc.<br>George F. Ackerman Co.<br>Girkins Electric Co.<br>Gitgood Trucking Co.<br>Gladieux Food Corp.<br>Good Displays, Inc.<br>Goody's Truck Parts and Equipment<br>Gould, Inc.<br>Great Lakes Towing Co.<br>Greenwood Chevrolet, Inc.<br>Gross Electric,Inc.<br>Gulf States Paper Corp.<br>H.H. Donnelly and Assoc., Inc.<br>H.J. Heinz Co.<br>H.L. Crouse Construction Co., Inc.<br>H.P. Streicher, Inc.<br>Hancock Landmark, Inc. (Blancher Val. Farm.Coop.)<br>Hannah Inland Waterways (Hannah Marine Corp.)<br>Harrington Chevrolet-Cadillac Co.<br>Harrison Ford, Inc. (Harrison Motor Sales)<br>Hatfield Oldsmobile, Inc.<br>Heatherdowns Auto Service Co., Inc.<br>Heidelberg College<br>Hertz Corp.<br>High Voltage Systems, Inc.<br>Hillford Sales, Inc. (Hawthorne Amc)<br>Hoechst Celanese Corporation<br>Howard T. Moriarity Co., Inc.<br>Huss Equipment Corp.<br>Industrial Equipment of Northern Ohio, Inc.<br>Inverness Club<br>J.C. Penney Co., Inc.<br>Janson Tool and Die Co.<br>Johnson BP<br>Johnson Excavating<br>K-Mart Corp.<br>Kaiser Aluminum & Chemical Corporation<br>Kasle Iron and Metals<br>Keimle-Hankins Co.<br>Kel-Mar, Inc.<br>Keller Chevrolet, Inc.<br>Kelly, Edward and Sons, Inc.<br>Kistler Ford, Inc.<br>Knapp Motors, Inc.<br>Kripke-Tuschman Ind., Inc. (Omnisource Corp.)<br>Landmark, Inc. (Landmark Tank Transport)<br>Larry's Gulf Service<br>Lba Custom Printing Co., Inc.<br>Lee's Sales and Service<br>Leigh Products (Harrow Products, Inc.)<br>Lenawee Farm Bureau Oil Co-Op, Inc.<br>Les's Sunoco (Frank's Sunoco)<br>Libra Industries Inc. of MI<br>Lily-Tulip, Inc. (Sweetheart Cup Co., Inc.)<br>Linderme Tube Co.<br>Linver-Kripke (Omnisource Corp.)<br>Liquid Air Corp.<br>Lo-Temp Brazing Co., Inc.<br>Lucas Aerospace Power Equip. Corp.(Lear, Siegler)<br>Lucas County Commissioners<br>Luedtke Engineering Co.<br>Luttrell Auto Supply Co.<br>Manufacturers Enameling Corporation<br>Martin Machine and Tool, Inc. (Quasi, Inc.)<br>Massey Ferguson, Inc.<br>Maumee Lincoln-Mercury, Inc.<br>Mayberry's Truck and Auto Service, Inc.<br>McCoy's Sales and Service, Inc.<br>McCoy's Service<br>McLaughlin Car Care<br>McNeill Chevrolet, Inc.<br>McNerney and Son, Inc./Wallace Trucking<br>Medical College of Ohio<br>Mellocraft Co. (International Paper Co.)<br>Mercy Hospital of Toledo, Ohio<br>Michael Realty Services (Michael Realty Co.)<br>Mid-America Chemical Corporation<br>Mid-States Terminals, Inc.<br>Mid-Valley Pipeline Co.<br>Midas Muffler Service Stations<br>Midwest Mica and Insulation Co.<br>Miller's ARCO Station<br>Milt Wagner Chevrolet (Wagner Motor Sales, Inc.)<br>Mobil Oil Corp.<br>Modine Manufacturing Co.<br>Morgan Services, Inc.<br>Motor Rebuilders and Parts, Inc.<br>MRMC, Inc.<br>Municipal Utilities, City of Bowling Green<br>NAPCO Plastics Inc.<br>National Laboratories (L and F Products)<br>Nationwide Belting Mfg. Co.<br>Norfolk and Western Railway Co.<br>Norman Levy Assoc., Inc.<br>North American Car Corporation<br>Northland Chrysler-Plymouth, Inc.<br>Northwestern Dodge, Inc.<br>Ohio Bell Telephone Co.<br>Ohio Dept. of Transportation<br>Ohio Diesel Technical Institute<br>OHM Remediation Services Corp. (O.H. Materials Co.<br>Ottawa River Yacht Club, Inc.<br>Overnite Transportation Co.<br>Oxy Oil and Gas USA Inc. (Cities Service Co.)<br>Packaging Corp. of America<br>Pat Doyle Motor Sales, Inc.<br>Patton Pontiac Buick Cadillac and Gmc, Inc.<br>Peerless Molded Plastics, Inc.<br>Penn Aluminum International, Inc.<br>Pepsi-Cola General Bottlers of Ohio (RKO Bottlers..<br>Perrysburg Board of Edu.(Perrysburg Public School)<br>Perrysburg Collision Services, Inc.<br>Perstorp Polyols, Inc.<br>Pfizer, Inc.<br>Placid Refining Co.<br>Pmc Industries, Inc. (Pipe Machinery)<br>Point Place Amoco<br>Polar Inc.<br>Professional Automotive Service, Inc.<br>Purolator Products Co. (Facet Enterprises, Inc.)<br>R.W. Tinney, Inc.<br>RB&W Corp.<br>Reitz Tool and Die Co., Inc.<br>Robinair Division<br>Roesch, William R. (Oglebay Norton Co.)<br>Rogar Int. (N.M. Hansen Company)<br>Roth Motor Sales Co.<br>Ruan Leasing Co.<br>Rubini Motors, Inc.<br>Ruch Construction Co.<br>Rudolph/Libbe, Inc.<br>Ruth Corp.<br>Ryder Truck Rental, Inc.<br>S.E. Johnson Cos., Inc. (F.R. Creager, Matco &...)<br>Sand Creek Community Schools<br>Sandusky Plastics, Inc.<br>Schindler Elevator Corp.<br>Schlageter/Hallet and Assoc., Inc.<br>Schmidt Lease, Inc.<br>Schmidt, Ed Pontiac-Gmc Truck, Inc.<br>Seaway Food Town, Inc.<br>Seovac<br>Service Garage, Inc.<br>Service Products Buildings, Inc.<br>Service-Maintenance-Sales Co., Inc.<br>Sheller-Globe Corp. (City Machine&Tool, City Auto)<br>Sherwin Metal Reclaiming Co.<br>Smith, Al Chrysler-Plymouth-Dodge, Inc.<br>Smith, Wayne Sunoco<br>Southland Corp. (7-Eleven)<br>Spartan Chemical Co., Inc.<br>Spurgeon Motor Sales<br>St. Catherine Parish<br>St. Vincent Medical Center<br>Standard Products Co.<br>State Line Auto Parts<br>Staub, Tim P.<br>Steelcase, Inc. (Stow-Davis Furniture)<br>Sterling Abrasive Products Co. (I",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504078,-9291250.35224213,5112005.647391598
